epoch,train_loss,val_loss,train_con_loss,val_con_loss,train_acc,val_acc
1,0.5417097453249422,0.006959486198041514,9.321874575365928,9.210303368044615,0.8041613186516248,0.9941224158897446
2,0.02186416678531958,0.0050652726820659124,9.175637606276956,9.128574330361207,0.9903397959872999,0.9957438184029185
3,0.011731336501569559,0.0031735264115000804,9.12414013919883,9.123552964098018,0.9930419509558874,0.9963518443453587
4,0.008431664343412559,0.002245777407947518,9.12385396990254,9.124091972935572,0.9943254745659664,0.9963518443453587
5,0.0071209214553086915,0.0021385704436695527,9.123398677035054,9.123602889934242,0.9947307978112546,0.9963518443453587
6,0.005480902478826506,0.00346301039739353,9.12268377679156,9.123876959000901,0.9952712288049721,0.9955411430887717
7,0.005896815580772348,0.001647773429921135,9.122685308803668,9.123059855330846,0.9953387826791867,0.9967571949736522
8,0.003965476693306553,0.001189499902604076,9.12272115788701,9.12281539307754,0.9960818752955483,0.996959870287799
9,0.005240424780341514,0.0013957844216790014,9.122771862205006,9.123112443878334,0.9952712288049721,0.996959870287799
10,0.005645905429372272,0.0033683014220706894,9.12273581237525,9.122858440242995,0.9954063365534014,0.9963518443453587
11,0.004429018310504176,0.0027051451367421024,9.122489401434576,9.123405722504838,0.9958792136729042,0.9963518443453587
12,0.0036077777318803696,0.0016458135499596957,9.12249409256131,9.123425249054115,0.9960143214213336,0.9965545196595055
13,0.002658044644923054,0.0015546798184680858,9.122374447698425,9.123195843799037,0.9965547524150511,0.9965545196595055
14,0.0038007779736932887,0.002669182151802837,9.12205200669476,9.12370930328802,0.9957441059244748,0.996149169031212
15,0.003499377628160922,0.0024262079438466914,9.122139500434566,9.123460022795282,0.9957441059244748,0.9963518443453587
16,0.00239239118106861,0.0018909249353421876,9.12193041776134,9.12401066514515,0.9965547524150511,0.9963518443453587
17,0.003004777193999365,0.002029054749800855,9.121976293599792,9.12321105929198,0.9962845369181924,0.9965545196595055
18,0.0028195702730135024,0.0059837579053809075,9.122029607621172,9.12410224339331,0.996149429169763,0.9951357924604783
19,0.0032358107395049057,0.0022068000364113527,9.12219456834567,9.123577118693067,0.996149429169763,0.9965545196595055
20,0.002556448646133411,0.0027484315634764183,9.122141793169927,9.123195907196923,0.996352090792407,0.9963518443453587
21,0.002628786373707628,0.0033816056160209454,9.12176686226174,9.122928368112651,0.9962169830439777,0.996149169031212
22,0.001484887095301753,0.0057187522306754255,9.122077702235783,9.123070347681189,0.9966223062892657,0.9959464937170652
23,0.0020231544877800213,0.002785860640475102,9.121990303586385,9.123290845533107,0.9966223062892657,0.9963518443453587
24,0.0022907502424132703,0.002359757900714567,9.121442445490736,9.122923961959486,0.9964871985408364,0.996149169031212
25,0.0009820081764805742,0.00220258962178809,9.12179646707504,9.123574202390252,0.9966898601634805,0.9963518443453587
26,0.0020962666576433923,0.002858191384989097,9.121379706953487,9.1233371893887,0.9964871985408364,0.9963518443453587
27,0.001272264551081615,0.0031556207725659978,9.121512358070893,9.123649677575045,0.9966898601634805,0.9963518443453587
28,0.0027588993753529523,0.00201746748587153,9.121948167970597,9.123347808534819,0.996352090792407,0.9963518443453587
29,0.0031720478953174273,0.0021130538222427974,9.12171254450829,9.123328123490822,0.996352090792407,0.996149169031212
30,0.0021415610996912034,0.001200830392139232,9.121649478437417,9.123064546774504,0.9965547524150511,0.9965545196595055
31,0.0020440895166064727,0.0018334674320639151,9.121804940686841,9.123675734106712,0.9964196446666217,0.9965545196595055
32,0.001974753720686573,0.0019907927714164315,9.121799372615246,9.12327211145742,0.9966898601634805,0.9965545196595055
33,0.001566571267485598,0.0015393046532381142,9.121331961003701,9.12334565300665,0.9966898601634805,0.9967571949736522
34,0.002145829940750737,0.0020671332876171177,9.121645421246729,9.123060742901268,0.9965547524150511,0.9963518443453587
35,0.001278475945297655,0.0028062757641595455,9.121735778264336,9.124284512319205,0.9966898601634805,0.9963518443453587
36,0.0018449026331696628,0.0014087660852503633,9.121778642906577,9.123959883437449,0.9964196446666217,0.9965545196595055
37,0.0010833459736736785,0.0018145874160881107,9.121689891860283,9.123420208922077,0.9968249679119099,0.9965545196595055
38,0.002218035774179535,0.0014165834748817278,9.121838106107592,9.122655059820639,0.996352090792407,0.9967571949736522
39,0.002970125411040144,0.0008075431162521418,9.12182906195335,9.123275281351782,0.9962845369181924,0.996959870287799
40,0.0017735222703642577,0.0019816082642640787,9.121638278900623,9.123193688270868,0.9964871985408364,0.9963518443453587
41,0.0003980139746881119,0.0035535166781347355,9.121418028387405,9.122915308147874,0.9969600756603392,0.9963518443453587
42,0.0017017205809253802,0.0016121526376201777,9.121684471707098,9.123454729071696,0.9966898601634805,0.9965545196595055
43,0.0014563617115997895,0.0021981174082098508,9.121664809124104,9.122895369512328,0.9968925217861245,0.9965545196595055
44,0.0016482202794553377,0.0031549172031852873,9.121401704534247,9.123198633306076,0.9965547524150511,0.9963518443453587
45,0.0011610265612809713,0.0025936362166647624,9.122035545488794,9.12315862923921,0.9967574140376951,0.9963518443453587
46,0.0008259946400455811,0.00238811977078282,9.116476729360214,9.117654456365528,0.9968925217861245,0.9963518443453587
47,0.0016530724042193455,0.0026724195097416526,9.115548065882361,9.116369064201166,0.9967574140376951,0.9963518443453587
48,0.0008919851576465154,0.001832924032503749,9.114994217091088,9.11761118730747,0.9967574140376951,0.996149169031212
49,0.0018297923476789735,0.007158178960226737,9.114883352242426,9.11743256376009,0.9964871985408364,0.995338467774625
50,0.0024684199579474825,0.0016069988807543303,9.115433851738262,9.11723168755428,0.9962845369181924,0.9965545196595055
51,0.0011180476289691442,0.001736119056008612,9.115034968613177,9.116790628452556,0.9968249679119099,0.9965545196595055
52,0.0019037396211641184,0.0028778008071063993,9.115335158461663,9.116639361093535,0.9964871985408364,0.996149169031212
53,0.0025104498799838897,0.0016670816407602384,9.115035348974803,9.116419465521545,0.9964871985408364,0.9965545196595055
54,0.0007687635843086198,0.0028738507355784318,9.114969313970121,9.116809299130356,0.9968925217861245,0.996149169031212
55,0.0018797630106939984,0.0011399161276002252,9.115018887768837,9.116818111436688,0.9964871985408364,0.9965545196595055
56,0.001864336851112311,0.0008807157987474076,9.115503510744002,9.11670092044207,0.9966223062892657,0.9967571949736522
57,0.0013899570998198985,0.002233857478980574,9.114992283586151,9.116752431225477,0.9968249679119099,0.9965545196595055
58,0.0013889736463511626,0.0014126967466655859,9.115049940069438,9.116557038936916,0.9967574140376951,0.9965545196595055
59,0.000939677517504614,0.0019107587645663267,9.115237722491555,9.116212566516445,0.9967574140376951,0.9963518443453587
60,0.00021650935731574287,0.0013486596045333222,9.114956540158815,9.116376735345526,0.9970276295345539,0.9967571949736522
61,0.0001582065837035658,0.0009803368339204954,9.114773036805003,9.116596504121741,0.9970276295345539,0.9967571949736522
62,0.00213297664514872,0.0032567113624147764,9.115251605690938,9.118010150212047,0.9966223062892657,0.9963518443453587
63,0.0010340928857814455,0.0035721865061832023,9.115042269443295,9.117058864913588,0.9968249679119099,0.9963518443453587
64,0.0002616648650611225,0.0019846601434908863,9.115244093548807,9.116593207431603,0.9970276295345539,0.9963518443453587
65,0.0011997712727725841,0.0034354506369119408,9.114727763205792,9.116993057906603,0.9965547524150511,0.9959464937170652
66,0.0014379108006074357,0.001586425503014586,9.11479455893373,9.117361304534802,0.9966898601634805,0.9965545196595055
67,0.0017735984947366207,0.0013707301298602765,9.115188307176851,9.116925253866171,0.9964871985408364,0.9965545196595055
68,0.0006536574375783453,0.015483109531350797,9.114948721614262,9.116839222933148,0.9968249679119099,0.9959464937170652
69,0.000493408018321441,0.0012350823837396236,9.115196970969464,9.11748115824068,0.9968925217861245,0.9967571949736522
70,0.0011793400129027148,0.0009519795529252025,9.11501639428706,9.117122706586066,0.9969600756603392,0.996959870287799
71,0.0014290531951120108,0.002031271379956973,9.115190378034598,9.11868356257061,0.9966898601634805,0.9963518443453587
72,0.0019919928414019765,0.001272086627304707,9.115202517909857,9.116734489623381,0.9964196446666217,0.9965545196595055
73,0.0008014080887886414,0.0015644263659165929,9.115316467913939,9.116459849975735,0.9968925217861245,0.9965545196595055
74,0.001330593122267679,0.0015941269946690279,9.11509577364549,9.117039148170647,0.9966898601634805,0.9965545196595055
75,0.001097132055317764,0.0009782296168391448,9.114881334212683,9.11678812423601,0.9968925217861245,0.9967571949736522
76,0.0006818968545757066,0.0006525660289297152,9.114888296943576,9.116255677079787,0.9968925217861245,0.996959870287799
77,0.00017645968332725897,0.0015020552765986246,9.114856378263713,9.117176436295527,0.9970276295345539,0.996959870287799
78,0.0014028361837545634,0.0020528204654855476,9.114876653651551,9.1178094641999,0.9967574140376951,0.9965545196595055
79,0.0007939976378263862,0.0011869545771842854,9.11488735660511,9.116936982475314,0.9968249679119099,0.9965545196595055
80,0.0022279198553625886,0.001564078720642709,9.115489912815837,9.116801786480716,0.9966223062892657,0.9965545196595055
81,0.0007510390620732759,0.0012373899014371686,9.11505475798338,9.116119498417936,0.9968249679119099,0.9965545196595055
82,0.0011488869916610005,0.0009930217363327434,9.115271014699514,9.11697071015134,0.9967574140376951,0.9967571949736522
83,0.0015536705496743228,0.0020809002379200327,9.115259889121926,9.117058357730489,0.9968249679119099,0.9965545196595055
84,0.0006640641009806138,0.0011006936726715396,9.114992959784598,9.11778163252739,0.9968925217861245,0.9963518443453587
85,0.0020886446490811293,0.0007912187487648301,9.115729445550423,9.116457028769752,0.9965547524150511,0.9967571949736522
86,0.0005997760610311174,0.0013750211507683084,9.114906733916884,9.116737849711406,0.9968925217861245,0.9965545196595055
87,0.0014357521556660237,0.002496497037098355,9.115088990529808,9.11658968884886,0.9966898601634805,0.996149169031212
88,0.0013099193141970856,0.001752445741192013,9.115027519864649,9.116625318461505,0.9968249679119099,0.9965545196595055
89,0.0010208134058797421,0.0013621500160506702,9.114911562396426,9.117001077739342,0.9966898601634805,0.9967571949736522
90,0.000998952554347255,0.001132621739740589,9.115057980491608,9.116238496252338,0.9968925217861245,0.9967571949736522
91,0.0003101581155521015,0.001670612844498987,9.114921240486712,9.117162457061385,0.9970276295345539,0.9965545196595055
92,0.00043485163383261263,0.0035647154676659827,9.115311375294377,9.116737596119856,0.9968925217861245,0.996149169031212
93,0.0012914780779194439,0.0015665002177697852,9.114852225982618,9.11710869565298,0.9968249679119099,0.9967571949736522
94,0.0005647649748505573,0.001226365375891967,9.1148040151464,9.117317655089417,0.9968925217861245,0.996959870287799
95,0.0003970794924996219,0.000988097968358365,9.115114950210849,9.116204768576312,0.9968925217861245,0.996959870287799
96,0.000841465856584137,0.0012590959781466585,9.115337747033847,9.117370909314722,0.9967574140376951,0.9965545196595055
97,0.0017047769748950363,0.002149562623190158,9.115132615895302,9.11694810880453,0.9965547524150511,0.9963518443453587
98,0.0013448871470345773,0.0016085524960307914,9.11553916964653,9.116564551586558,0.9968249679119099,0.9965545196595055
99,0.0002106644316205307,0.002152449075643125,9.11492148349553,9.117343489728478,0.9970951834087686,0.9965545196595055
100,0.00011069615351726198,0.0019330463121452809,9.115155257977706,9.116588959773155,0.9970951834087686,0.9965545196595055
101,0.0008603821373840255,0.0031812118442277127,9.114799556462884,9.11676118013392,0.9966898601634805,0.9963518443453587
102,0.0005591712587009666,0.0024103290536560138,9.115176230695194,9.117267697554249,0.9969600756603392,0.9963518443453587
103,0.0011385247570602545,0.0031087965877056927,9.114986947957771,9.116895139869717,0.9968249679119099,0.9963518443453587
104,0.0017110532876766199,0.002937321660295008,9.115124100021097,9.116358254861387,0.9966898601634805,0.996149169031212
105,0.0013929513736370208,0.003290007735740637,9.115077188753771,9.116559131067197,0.9968925217861245,0.9965545196595055
106,0.0009941868048887912,0.001918648098319975,9.114875417476263,9.117190098540233,0.9967574140376951,0.9965545196595055
107,0.00023335101268960162,0.002337594709358798,9.115303588446626,9.11717393207898,0.9970276295345539,0.9963518443453587
108,0.001095083974823679,0.003965200399569521,9.115229851118997,9.117449966480144,0.9966898601634805,0.9963518443453587
109,0.0032904447719145622,0.0034484014254559697,9.115359903098618,9.116480898074308,0.9965547524150511,0.9959464937170652
110,0.001188380316329083,0.002635655846953379,9.114695178893083,9.116587882009073,0.9968249679119099,0.9965545196595055
111,0.00023098729957329994,0.00344246702219974,9.11498945200515,9.117402449763638,0.9970951834087686,0.9965545196595055
112,7.00852056389029e-05,0.0038567717172561557,9.115075403167245,9.117200812783182,0.9970951834087686,0.9963518443453587
113,5.50043276431499e-05,0.003668967152469569,9.114923163426049,9.11630645878749,0.9970951834087686,0.9965545196595055
114,5.7442072204719664e-05,0.0038508624654825323,9.115113249149127,9.116145935336926,0.9970951834087686,0.9965545196595055
115,0.0012301092945763447,0.0031294942849766495,9.114988923725113,9.118213530634403,0.9966898601634805,0.9963518443453587
116,0.0007011839972355875,0.0023126781038930455,9.115222307280062,9.116859510257074,0.9968925217861245,0.9965545196595055
117,0.00015585212650468536,0.0027956965468444225,9.114776703068463,9.116680284429766,0.9970951834087686,0.9963518443453587
118,0.001754354188923612,0.002376586652574596,9.11512061337285,9.116582429790768,0.9968249679119099,0.9965545196595055
119,0.0009729828214545759,0.0030926888458095415,9.115028227759899,9.116769643751871,0.9968249679119099,0.9963518443453587
120,0.001126761465272172,0.003231821624716712,9.11473788505131,9.11657425146331,0.9968925217861245,0.9963518443453587
121,0.0020020789960153683,0.0029589333241590737,9.115185803129473,9.116774208399754,0.9967574140376951,0.9963518443453587
122,0.0007569164291989829,0.004513838234111268,9.114972483650346,9.117270487061289,0.9968249679119099,0.9959464937170652
123,0.001395854998681516,0.003143303011822918,9.114848876687182,9.116407641815568,0.9969600756603392,0.9963518443453587
124,0.000532188877240406,0.0028649972205184774,9.115094748782216,9.11724947066166,0.9968925217861245,0.9963518443453587
125,0.0011055486369694152,0.002365719335869763,9.114671850046628,9.116446441322577,0.9966898601634805,0.9963518443453587
126,0.0002824915786722419,0.0016025643497837095,9.11484603454058,9.116367320759267,0.9969600756603392,0.9967571949736522
127,0.0001717912315500397,0.0024149203106862164,9.115115489056487,9.116811581454298,0.9970951834087686,0.9967571949736522
128,0.0008448563169807011,0.0016889451280357915,9.115157709197081,9.116833643919067,0.9968925217861245,0.9967571949736522
129,0.0019362764672964062,0.0017262182282989306,9.115094305026984,9.116644940107614,0.9965547524150511,0.9967571949736522
130,0.0003973522586322451,0.0012816723277630923,9.114918884357746,9.116643925741418,0.9969600756603392,0.9965545196595055
131,0.00022152925366312212,0.0014392597955020662,9.114980133145288,9.1164025065867,0.9970276295345539,0.9965545196595055
132,0.0016481417154238826,0.0020526058688184958,9.114775752164396,9.116911686718295,0.9968249679119099,0.9963518443453587
133,0.0002861764538119866,0.0020256265692979105,9.114895914741716,9.11683507037153,0.9969600756603392,0.996149169031212
134,0.0007070011858708681,0.0018821769405232124,9.114976878940258,9.117459285969574,0.9969600756603392,0.9963518443453587
135,0.00035681078578058973,0.0013426049023155227,9.114929354868089,9.116590893408718,0.9969600756603392,0.9965545196595055
136,9.974116343039916e-05,0.0009487845593199011,9.114739321973012,9.116382314359605,0.9970951834087686,0.9963518443453587
137,0.0002864268533864085,0.0008780540591977767,9.114856642403732,9.116732809579368,0.9969600756603392,0.9967571949736522
138,0.0010698743345351357,0.0015200904337616353,9.115196516648632,9.11674225586457,0.9968249679119099,0.9965545196595055
139,0.0002599960766462239,0.0011832446898089692,9.115095287627854,9.11717348829377,0.9969600756603392,0.9967571949736522
140,0.00031725656541994353,0.001427511488463042,9.114822018930077,9.11657460015169,0.9969600756603392,0.9967571949736522
141,0.0010603793848652566,0.0022869304037343822,9.115106423771044,9.117900503566016,0.9968925217861245,0.9963518443453587
142,0.0004414854745730518,0.003445592725314207,9.114943121845863,9.11716556355786,0.9969600756603392,0.9965545196595055
143,0.0003790326372479843,0.0035020324150276524,9.114971331999865,9.117087267167085,0.9970276295345539,0.9965545196595055
